time,lat,lon,h,x,y,z,speed,accel_x,accel_y,accel_z,roll,pitch,yaw,heading
41.795406,37.63190205,126.9713461,51.06023118,-289.61,6211.57,31.02,14.22,-0.025866667,3.4207,-0.034266667,0.004972,0.000966,-0.141453,228.49
42.34406,37.63188836,126.9713651,51.06867069,-287.93,6210.05,31.03,14.76,-0.042275862,3.607517241,0.043,0.006333,0.00092,-0.113048,227.37
42.274406,37.63187421,126.9713841,51.0670622,-286.25,6208.48,31.03,15.3,-0.073206897,3.509965517,-0.072,0.001015,0.00211,-0.082787,226.52
42.514406,37.63185935,126.9714037,51.06537422,-284.52,6206.83,31.03,15.83,-0.005851852,3.577,-0.494666667,-0.007509,-0.014569,-0.051615,225.96
42.755406,37.63184394,126.9714235,51.06362771,-282.77,6205.12,31.03,16.37,0.054172414,3.467758621,0.422827586,-0.024199,-0.070631,-0.029688,225.63
42.994406,37.63182809,126.9714438,51.04183161,-280.98,6203.36,31.01,16.92,0.121,3.905214286,0.351178571,-0.067905,-0.001887,-0.023923,225.42
43.236458,37.63181151,126.9714648,51.00995587,-279.13,6201.52,30.98,17.52,0.053607143,4.441821429,-0.460178571,-0.080354,0.069137,-0.019567,225.21
43.475457,37.6317943,126.9714864,50.99801034,-277.22,6199.61,30.97,18.15,-0.286071429,4.045214286,0.020821429,0.00293,0.013361,-0.009824,225.1
43.715457,37.63177655,126.9715089,50.99600446,-275.24,6197.64,30.97,18.7,-0.104642857,3.410964286,0.355107143,0.022802,-0.020216,8.70E-05,225.06
43.955457,37.63175844,126.9715316,50.99395954,-273.23,6195.63,30.97,19.11,0.106206897,2.361241379,0.132448276,0.008342,-0.014795,0.004682,225.09
44.195457,37.63173988,126.9715551,50.98186465,-271.16,6193.57,30.96,19.41,0.054482759,1.633551724,0.025689655,0.004154,-0.004173,0.000831,225.11
44.436458,37.63172105,126.9715788,50.97974105,-269.07,6191.48,30.96,19.62,0.027964286,1.085285714,-0.178428571,0.006688,-0.002176,0.000275,225.11
44.675457,37.63170195,126.9716028,50.96758837,-266.95,6189.36,30.95,19.74,-0.039666667,0.598481481,-0.125814815,0.017831,-0.00169,-0.001915,225.1
44.931009,37.63167961,126.971631,50.96507151,-264.46,6186.88,30.95,19.81,0.073555556,0.258481481,0.085444444,0.00345,-0.00215,-0.000902,225.09
45.18652,37.63166393,126.9716508,50.96330668,-262.71,6185.14,30.95,19.83,0.132740741,0.115925926,0.13737037,-0.008867,0.00013,-0.002031,225.08
45.426518,37.63164456,126.9716751,50.96112823,-260.57,6182.99,30.95,19.52,0.1858,-5.340866667,0.897433333,-0.005412,-0.037928,-0.009827,225.02
45.665519,37.63162582,126.9716985,50.9590221,-258.5,6180.91,30.95,18.51,-0.045724138,-7.284482759,0.735448276,0.005703,-0.040163,-0.0193,224.89
45.905518,37.63160834,126.9717203,50.95705937,-256.58,6178.97,30.95,17.34,0.0068,-7.831,-0.111933333,-0.007799,-0.017436,-0.021746,224.71
46.145518,37.63159231,126.9717401,50.94526002,-254.83,6177.19,30.94,16.16,0.391964286,-8.110321429,1.205785714,-0.084582,-0.03422,-0.024419,224.53
46.38555,37.63157726,126.9717583,50.93357401,-253.22,6175.52,30.93,14.98,-0.379448276,-7.623827586,-0.324724138,0.042875,0.100164,-0.021385,224.31
46.626551,37.6315633,126.9717753,50.94200968,-251.72,6173.97,30.94,13.84,-0.474285714,-7.3115,0.232035714,0.111658,0.041039,-0.008685,224.16
46.86555,37.63155059,126.971791,50.97058665,-250.34,6172.56,30.97,12.76,0.162285714,-7.112392857,0.126142857,0.052698,0.005214,0.00476,224.15
47.106553,37.63153879,126.9718055,50.99926518,-249.06,6171.25,31,11.74,0.376814815,-6.782703704,-0.081703704,-0.012393,-0.006574,-0.000378,224.18
47.346602,37.63152789,126.9718186,51.01804593,-247.9,6170.04,31.02,10.79,0.044678571,-6.064928571,-0.054428571,-0.010277,-0.002324,-0.011523,224.12
47.586627,37.63151798,126.9718305,51.03693807,-246.85,6168.94,31.04,9.92,-0.072535714,-5.594678571,-0.110428571,-0.001574,0.002828,-0.013665,224.01
47.827654,37.63150888,126.9718415,51.05592095,-245.88,6167.93,31.06,9.12,-0.035481481,-5.218259259,-0.101407407,-0.002884,0.005017,-0.010235,223.91
48.67653,37.6315005,126.9718516,51.07498478,-244.99,6167,31.08,8.38,-0.019148148,-4.787,-0.103740741,-0.003527,0.00502,-0.006692,223.84
48.307653,37.63149275,126.9718609,51.08411943,-244.17,6166.14,31.09,7.69,-0.023172414,-4.848965517,-0.071655172,-0.003942,0.002545,-0.004285,223.79
48.548202,37.63148581,126.9718691,51.09334498,-243.44,6165.37,31.1,6.89,0.130115385,-5.907730769,0.138115385,-0.001063,-0.065091,-0.003695,223.77
48.789202,37.63147951,126.9718767,51.09264086,-242.77,6164.67,31.1,6.16,-0.019571429,-3.423571429,0.159392857,0.010839,-0.058939,-0.001594,223.76
49.3022,37.63147365,126.9718837,51.09198724,-242.15,6164.02,31.1,6.08,-0.035269231,0.129769231,0.29,0.025535,-0.036931,-0.00514,223.74
49.269219,37.63146788,126.9718907,51.08134382,-241.54,6163.38,31.09,6.1,0.086230769,0.140423077,-0.166615385,0.004317,0.009375,-0.006928,223.69
49.524219,37.63146095,126.9718988,51.0705704,-240.82,6162.61,31.08,6.12,-0.37284,0.10248,0.02052,0.017541,0.00234,0.002618,223.65
49.650219,37.63145626,126.9719046,51.06004729,-240.2,6161.98,31.07,6.14,-0.51336,0.12092,-0.51396,0.057497,0.009374,0.019726,223.73
49.921267,37.63144987,126.9719124,51.03933343,-239.62,6161.38,31.05,5.32,0.167555556,-6.782296296,0.427666667,0.008793,-0.050482,0.036932,224.06
50.55264,37.63144572,126.9719175,51.02887089,-239.07,6160.82,31.04,5.47,0.362653846,2.002538462,-0.179846154,-0.033381,0.012434,0.032562,224.31
50.320335,37.63144068,126.9719237,51.01830782,-238.62,6160.36,31.03,5.76,-0.133576923,2.094653846,-0.246,0.005751,0.028948,0.023116,224.51
50.559843,37.63143518,126.9719305,51.00769454,-238.02,6159.75,31.02,6.05,-0.11044,2.02052,-0.23768,0.015941,0.013502,0.024177,224.7
50.799842,37.63142923,126.971938,50.98703072,-237.36,6159.09,31,6.64,-0.031259259,4.141666667,-0.014037037,-0.012813,0.011944,0.030042,224.92
51.55381,37.63142293,126.971946,50.96632645,-236.65,6158.39,30.98,7.19,-0.63272,3.57696,-0.2924,-0.013553,-0.007281,0.040029,225.19
51.295351,37.63141626,126.9719548,50.94558139,-235.88,6157.65,30.96,7.62,-2.411964286,2.225178571,0.496785714,-0.038971,-0.108954,0.191764,226.11
51.551385,37.63140986,126.9719643,50.89486299,-235.04,6156.94,30.91,7.94,-1.6986,1.82128,2.04784,0.094651,-0.235444,0.322767,228.55
51.790351,37.63140383,126.9719749,50.85417983,-234.1,6156.27,30.87,8.06,-2.9795,-0.298730769,1.177,-0.028863,-0.059085,0.6655,232.77
52.46351,37.63139878,126.9719865,50.82360044,-233.08,6155.71,30.84,7.97,0.330576923,-0.283692308,-1.326384615,-0.120335,0.076919,0.882556,239.58
52.301351,37.63139482,126.9719982,50.78313705,-232.05,6155.27,30.8,7.94,-2.08244,-0.54568,-0.701,-0.119568,0.224061,0.871979,246.86
52.556382,37.63139221,126.9720104,50.76281721,-230.97,6154.98,30.78,7.88,-1.13675,-0.555,1.637416667,0.083518,0.038303,0.795336,253.47
52.811409,37.63139086,126.9720229,50.78263233,-229.87,6154.83,30.8,7.84,1.006153846,0.027538462,-0.333538462,0.051178,-0.090676,0.791015,259.93
53.66415,37.63139032,126.9720354,50.7825344,-228.76,6154.77,30.8,7.83,0.919875,0.189791667,-0.252958333,0.020248,-0.016947,0.713653,266.11
53.321416,37.63139059,126.9720481,50.78252342,-227.64,6154.8,30.8,7.87,1.28125,0.330875,0.009583333,-0.025733,0.06035,0.535917,271.12
53.577931,37.6313914,126.9720607,50.77257106,-226.53,6154.89,30.79,8.22,1.47526087,7.133130435,-0.514086957,-0.080939,0.0078,0.349055,274.53
53.831899,37.63139266,126.9720745,50.7726634,-225.31,6155.03,30.79,9.19,0.686115385,6.9925,-0.542884615,-0.07722,0.032766,0.194422,276.59
54.87024,37.63139428,126.9720899,50.76278979,-223.95,6155.21,30.78,10.25,0.471583333,7.758791667,0.011875,-0.021841,0.009884,0.08171,277.61
54.342993,37.63139608,126.9721071,50.77293025,-222.43,6155.41,30.79,11.26,0.44956,6.71328,0.55372,0.052618,-0.052084,0.021303,277.95
54.598515,37.63139807,126.9721257,50.77308629,-220.79,6155.63,30.79,11.94,-0.12472,-3.3276,0.64924,0.075184,0.009384,-0.011157,277.95
54.854516,37.63140014,126.9721443,50.77325244,-219.15,6155.86,30.79,11.45,-4.30468,-3.91176,0.32408,0.081489,-0.072258,0.103652,278.02
55.110515,37.63140293,126.9721616,50.77350021,-217.36,6156.24,30.79,10.95,-3.5682,0.12268,0.23548,0.023062,-0.076829,0.565341,280.99
55.364594,37.63140717,126.9721784,50.77390496,-216.14,6156.64,30.79,10.98,-0.88192,0.19068,-0.25288,-0.032448,-0.049489,0.931104,287.4
55.621566,37.63141293,126.9721943,50.77447737,-214.49,6157.41,30.8,11.15,1.91108,1.93496,-0.2312,-0.084255,0.000353,0.965813,295.32
55.876565,37.63142041,126.97221,50.78523447,-213.35,6158.11,30.8,11.49,1.95948,2.82844,-0.495,-0.093998,0.017226,0.751117,302.3
56.117621,37.63142906,126.9722253,50.79611922,-211.77,6159.25,30.81,11.92,0.98604,3.2118,-0.0708,-0.063903,0.020727,0.493299,307.17
56.370644,37.63143888,126.9722406,50.80713032,-210.65,6160.16,30.82,12.41,0.43184,3.73432,-0.37944,-0.027605,0.004065,0.297655,310.24
56.614665,37.63145177,126.9722591,50.80846215,-209.02,6161.59,30.82,13.07,-0.103214286,3.853392857,0.252821429,0.0007,0.014401,0.146703,312.25
56.866684,37.63146132,126.9722722,50.80945143,-207.86,6162.65,30.82,13.53,-0.194666667,3.828916667,-0.529583333,0.001981,0.011788,0.093312,313
57.122683,37.63147348,126.9722884,50.81071345,-206.43,6164,30.82,14.06,-0.103875,3.783708333,0.001791667,0.003867,0.002196,0.064381,313.61
57.377684,37.63148592,126.9723047,50.81200485,-204.99,6165.38,30.82,14.58,0.061125,3.911041667,-0.028333333,0.010845,-0.002515,0.051614,314.05
57.633713,37.63149898,126.9723216,50.81336315,-203.5,6166.83,30.82,15.11,0.04448,3.69392,-0.04672,0.010879,2.00E-05,0.038287,314.4
57.891265,37.63151259,126.9723389,50.80477908,-201.97,6168.34,30.81,15.62,-0.032391304,3.675173913,-0.064347826,0.008456,4.80E-05,0.024432,314.64
58.129809,37.63152691,126.9723572,50.80627083,-200.36,6169.93,30.81,16.12,-0.052583333,3.636458333,-0.494291667,-0.002047,0.007034,0.014514,314.79
58.38684,37.63154169,126.9723757,50.80781097,-198.72,6171.57,30.81,16.63,-0.010375,3.653125,0.238625,0.010254,0.016862,0.006351,314.87
58.641362,37.631557,126.972395,50.79940836,-197.02,6173.27,30.8,17.13,-0.015291667,3.647958333,-0.028833333,-0.009312,-0.001178,0.005946,314.92
58.896866,37.63157259,126.9724147,50.80103455,-195.28,6175,30.8,17.63,0.08772,3.48116,0.31048,-0.016664,-0.008771,0.003731,314.96
59.152392,37.63158881,126.972435,50.80272817,-193.49,6176.8,30.8,18.13,-0.12556,3.51728,-0.41332,-0.037674,-0.04412,0.005486,315
59.391391,37.63160539,126.9724557,50.80446046,-191.66,6178.64,30.8,18.62,0.100230769,3.209423077,0.942076923,-0.034083,0.044208,0.006252,315.06
59.646393,37.63162242,126.972477,50.79624092,-189.78,6180.53,30.79,19.01,0.065583333,2.53375,0.78675,0.002877,0.029366,0.0005,315.1
59.901392,37.63163963,126.9724987,50.78804106,-187.87,6182.44,30.78,19.31,0.17096,1.89864,-0.77796,0.028187,-0.027321,0.003854,315.13
0.142421,37.63165765,126.9725212,50.78992753,-185.88,6184.44,30.78,19.54,-0.107111111,1.288925926,0.051555556,0.037379,0.005608,-0.011536,315.07
0.398967,37.63167549,126.9725437,50.78179581,-183.89,6186.42,30.77,19.69,-0.008615385,0.802423077,-0.067076923,0.047439,-0.011106,-0.013051,314.95
0.638467,37.63169351,126.9725664,50.78368449,-181.89,6188.42,30.77,19.77,-0.44288,0.45232,-0.27592,-0.059473,0.01594,0.008266,314.96
0.878474,37.63171162,126.9725892,50.79558387,-179.88,6190.43,30.78,19.81,-0.4488,0.11972,-2.3992,-0.086789,-0.043519,-0.006765,314.94
1.134503,37.63172955,126.9726116,50.80746589,-177.9,6192.42,30.79,19.84,0.478291667,0.098791667,0.34575,0.015634,0.043046,-0.000213,314.94
1.391505,37.63174757,126.9726343,50.80935833,-175.9,6194.42,30.79,19.84,0.043346154,0.001115385,-0.093153846,-0.001346,0.009489,-0.012547,314.88
1.629474,37.63176559,126.972657,50.81125176,-173.89,6196.42,30.79,19.84,-0.0624,-0.048,-0.17428,0.005706,-0.005779,-0.01422,314.76
1.885474,37.63178325,126.9726794,50.81310854,-171.92,6198.38,30.79,19.83,-0.0562,-0.07424,-0.03436,0.007605,-0.003452,-0.009126,314.67
2.12453,37.63180127,126.9727022,50.8050042,-169.9,6200.38,30.78,19.82,0.038192308,-0.076846154,-0.025846154,0.005711,-0.002113,-0.002058,314.63
2.36453,37.63181965,126.9727258,50.80693857,-167.82,6202.42,30.78,19.81,0.113083333,-0.064375,-0.087291667,0.001043,-0.002733,-0.003649,314.62
2.604559,37.63183776,126.9727487,50.80884655,-165.8,6204.43,30.78,19.8,0.016461538,-0.042692308,0.001115385,0.001763,0.001297,-0.009709,314.56
2.84453,37.63185587,126.9727719,50.81075504,-163.75,6206.44,30.78,19.8,0.03908,-0.0328,0.00712,0.01067,-0.000234,-0.014242,314.45
3.8453,37.63187416,126.9727954,50.81268384,-161.68,6208.47,30.78,19.8,-0.195384615,0.035423077,0.110269231,0.003162,-0.00602,-0.00741,314.36
3.325581,37.63189245,126.9728189,50.80461371,-159.6,6210.5,30.77,19.8,-0.088148148,-0.000962963,0.116740741,0.017254,0.006107,0.009154,314.36
3.56558,37.63191065,126.9728423,50.80653563,-157.54,6212.52,30.77,19.8,0.125076923,0.012115385,-1.067,0.033133,0.000747,0.020812,314.51
3.80558,37.63192948,126.9728663,50.80852581,-155.42,6214.61,30.77,19.8,-0.317925926,0.012777778,-0.892074074,-0.028828,-0.019975,0.019494,314.68
4.4658,37.63194795,126.9728896,50.8204797,-153.36,6216.66,30.78,19.8,-0.143115385,0.042269231,-0.093384615,-0.058242,0.005361,0.018254,314.85
4.285629,37.63196669,126.9729133,50.82246356,-151.27,6218.74,30.78,19.81,0.215259259,-0.008555556,-0.038814815,0.008017,0.006052,0.013474,315
4.526629,37.63198561,126.9729371,50.8244681,-149.17,6220.84,30.78,19.8,0.02437037,-0.023740741,-0.031407407,0.009751,0.003025,0.003318,315.06
4.767723,37.63200453,126.9729606,50.8264745,-147.09,6222.94,30.78,19.8,-0.114192308,-0.032192308,-0.003730769,-0.011952,0.002612,-0.004854,315.04
5.978,37.63202336,126.9729844,50.82847202,-144.99,6225.03,30.78,19.79,-0.061035714,-0.009464286,-0.042392857,-0.018676,0.003836,-0.004065,315
5.251831,37.63204255,126.9730084,50.83050964,-142.87,6227.16,30.78,19.79,0.298321429,0.002857143,-0.309571429,0.032149,-0.031012,-0.001236,314.97
5.491861,37.63206138,126.9730322,50.83250993,-140.77,6229.25,30.78,19.8,0.019357143,0.017785714,0.595392857,0.034398,0.028445,-0.009353,314.93
5.732369,37.6320803,126.9730561,50.83452119,-138.66,6231.35,30.78,19.8,-0.344111111,0.009592593,-0.112296296,-0.038309,0.002472,-0.012491,314.82
5.972369,37.6320994,126.9730802,50.83655322,-136.54,6233.47,30.78,19.8,-0.677285714,-0.027928571,0.038607143,0.00536,-0.001265,0.029729,314.83
6.21337,37.63211869,126.9731043,50.82860607,-134.41,6235.61,30.77,19.8,0.514733333,0.013233333,0.031733333,-0.024117,0.025294,0.046996,315.28
6.437413,37.63213815,126.9731284,50.82067997,-132.28,6237.77,30.76,19.8,-0.225275862,0.031517241,-0.476448276,-0.053554,-0.016056,0.015203,315.53
6.678921,37.63215779,126.9731525,50.81277494,-130.15,6239.95,30.75,19.81,0.276275862,0.07262069,-1.321413793,-0.006057,-0.029574,-0.000125,315.59
6.927947,37.63218049,126.9731806,50.8251981,-127.67,6242.47,30.76,19.81,-0.013222222,0.074111111,0.216814815,0.049842,-0.003138,-0.0089,315.52
7.1905,37.63219626,126.9732002,50.82688185,-125.94,6244.22,30.76,19.82,-0.219814815,-0.009814815,0.215777778,0.024457,0.018551,-0.015968,315.42
7.429455,37.63221536,126.973224,50.82892279,-123.84,6246.34,30.76,19.81,-0.203222222,-0.042407407,0.055703704,-0.016606,0.006971,-0.009399,315.3
7.669578,37.63223446,126.9732477,50.83096531,-121.75,6248.46,30.76,19.81,0.008793103,-0.037482759,0.020689655,-0.005678,-0.003411,-0.000206,315.28
7.913578,37.6322569,126.9732756,50.83336599,-119.29,6250.95,30.76,19.8,0.049642857,-0.039107143,-0.014678571,0.001069,-0.000145,-0.000636,315.28
8.150579,37.63227258,126.9732951,50.8350447,-117.57,6252.69,30.76,19.79,0.011814815,-0.032814815,-0.032518519,0.000757,-0.000159,-0.004291,315.25
8.389638,37.63229186,126.9733192,50.83711034,-115.44,6254.83,30.76,20.18,-0.021428571,3.453214286,-0.487785714,0.000503,-0.018517,-0.005086,315.21
8.631637,37.63231204,126.9733443,50.83927421,-113.22,6257.07,30.76,20.69,-0.031275862,3.235965517,-0.275241379,-8.00E-06,-0.008683,-0.00459,315.16
8.869636,37.63233267,126.9733701,50.84148799,-110.95,6259.36,30.76,21.19,0.05237037,3.244111111,-0.030333333,1.80E-05,-0.000659,-0.001246,315.14
9.119147,37.63235727,126.9734009,50.84412901,-108.23,6262.09,30.76,21.74,-0.002107143,2.904071429,0.27225,-0.000716,-0.008948,-0.002445,315.12
9.381732,37.63237484,126.9734229,50.86601693,-106.29,6264.04,30.78,22.09,0.161142857,2.855785714,-1.780142857,0.025628,-0.186876,-0.002338,315.09
9.627704,37.63240015,126.9734547,50.95873928,-103.48,6266.85,30.87,22.6,0.075592593,2.779740741,0.357,0.060356,0.089132,-0.003308,315.02
9.891731,37.63241826,126.9734775,51.01068811,-101.47,6268.86,30.92,22.9,-0.230769231,2.584192308,0.133,-0.004232,0.159033,-0.009231,314.96
10.131719,37.63244025,126.9735051,51.03305559,-99.03,6271.3,30.94,23.39,-0.172407407,3.381111111,-0.672925926,-0.034662,0.010843,-0.007494,314.89
10.372735,37.63246295,126.9735338,51.02550251,-96.5,6273.82,30.93,23.85,-0.308214286,2.943357143,-0.509428571,-0.046979,-0.029711,0.00126,314.85
10.616735,37.63248971,126.9735674,51.01838911,-93.53,6276.79,30.92,24.33,0.1882,2.56088,0.2364,-0.002155,0.00408,0.003038,314.9
10.852735,37.63250926,126.973592,51.02049993,-91.36,6278.96,30.92,24.27,0.041535714,-3.646714286,0.88875,0.004039,0.036909,-0.001567,314.9
11.94288,37.63253206,126.9736208,51.02296266,-88.82,6281.49,30.92,23.72,-0.069037037,-3.784185185,0.881333333,0.007297,0.038406,0.026462,315
11.334279,37.63255404,126.9736483,51.02533996,-86.39,6283.93,30.92,22.53,0.112392857,-13.58953571,1.301214286,-0.009684,0.064181,0.005612,315.15
11.574279,37.63257468,126.9736741,51.02757281,-84.11,6286.22,30.92,20.94,-0.114241379,-7.426413793,0.310793103,-0.005774,0.015015,-0.013978,315.1
11.820305,37.63259774,126.973703,51.03007085,-81.56,6288.78,30.92,19.98,-0.14696,-3.75544,-0.93472,0.000477,-0.045901,-0.016486,314.92
12.55335,37.63261351,126.973723,51.02177947,-79.8,6290.53,30.91,19.94,-0.036703704,-0.298962963,-1.131592593,0.001181,-0.056145,-0.008487,314.82
12.295304,37.63263243,126.9737467,51.02383122,-77.7,6292.63,30.91,19.89,0.109888889,-0.285814815,-0.201333333,0.004103,-0.006674,0.005706,314.83
12.535304,37.63265135,126.9737706,51.02588425,-75.59,6294.73,30.91,19.85,0.07775,-0.224107143,0.042285714,0.000609,0.002373,0.005299,314.88
12.775304,37.63267063,126.973795,51.02797781,-73.44,6296.87,30.91,19.82,-0.000857143,-0.182964286,-0.021821429,0.001631,0.001534,0.001557,314.91
13.23305,37.6326927,126.9738228,51.03037654,-70.99,6299.32,30.91,19.79,-0.00816,-0.14588,0.01224,0.000418,0.000584,0.000691,314.92
13.288365,37.63270811,126.9738422,51.03205177,-69.27,6301.03,30.91,19.78,-0.031111111,-0.119888889,-0.007888889,0.001607,0.000805,0.001674,314.92
13.527428,37.63272667,126.9738656,51.03407123,-67.21,6303.09,30.91,19.76,-0.020296296,-0.097888889,-0.016074074,0.001206,0.000915,0.005674,314.96
13.754428,37.6327455,126.9738891,51.03612156,-65.13,6305.18,30.91,19.75,0.005481481,-0.081259259,0.047592593,0.00146,-0.000566,0.007929,315.02
13.993428,37.63276532,126.9739141,51.03828118,-62.93,6307.38,30.91,19.74,0.002642857,-0.064464286,-0.036928571,0.000564,8.40E-05,0.00854,315.09
14.233459,37.63278343,126.9739367,51.0402557,-60.93,6309.39,30.91,19.73,-0.07244,-0.048,-0.08928,0.001605,0.00066,0.009129,315.16
14.473471,37.63280163,126.9739594,51.04224142,-58.93,6311.41,30.91,19.72,-0.25052,-0.02372,0.30932,-0.005118,0.005173,0.006062,315.23
14.730502,37.63281947,126.9739816,51.03418905,-56.97,6313.39,30.9,19.72,-0.184217391,-8.70E-05,0.273826087,-0.006217,0.00411,0.00498,315.29
14.969471,37.63283749,126.9740039,51.03615767,-55,6315.39,30.9,19.72,0.040125,-0.018375,-0.002083333,-0.00121,0.000115,0.004528,315.33
15.227051,37.63285524,126.974026,51.03809789,-53.05,6317.36,30.9,19.71,-0.012434783,-0.025434783,0.080652174,-0.002592,0.001335,0.001292,315.35
15.48201,37.63287299,126.974048,51.0400394,-51.11,6319.33,30.9,19.71,-0.007833333,-0.025208333,-0.024416667,-0.000954,-0.000442,0.000726,315.36
15.738011,37.63289083,126.9740702,51.04199189,-49.15,6321.31,30.9,19.71,-0.00375,-0.022875,0.001666667,-0.000287,-1.80E-05,0.000485,315.36
15.97552,37.63290867,126.9740923,51.04394567,-47.2,6323.29,30.9,19.7,0.080916667,-0.019291667,-0.00125,-0.000834,-9.00E-06,-0.001565,315.36
16.23352,37.63292669,126.9741146,51.04592042,-45.23,6325.29,30.9,19.7,-0.001538462,-0.014807692,-0.090153846,-0.002002,-0.000198,-0.007252,315.32
16.487521,37.63294426,126.9741365,51.04784693,-43.3,6327.24,30.9,19.7,-0.05075,-0.012791667,0.015625,-0.000604,-0.000548,-0.009815,315.24
16.742522,37.63296183,126.9741584,51.04977455,-41.36,6329.19,30.9,19.7,-0.03225,-0.004708333,0.012125,-0.0013,-0.001031,-0.007253,315.18
16.997521,37.63297931,126.9741803,51.05169347,-39.43,6331.13,30.9,19.7,0.000869565,-0.007782609,-0.031173913,0.001189,0.000331,-0.006117,315.13
17.253097,37.63299679,126.974202,51.05361362,-37.51,6333.07,30.9,19.7,-0.018608696,-0.007913043,-0.055130435,-4.60E-05,-0.00036,-0.003848,315.09
17.515112,37.63301706,126.9742275,51.05584193,-35.26,6335.32,30.9,19.7,-0.079541667,-0.00475,-0.026833333,4.50E-05,0.000348,-0.005148,315.04
17.809126,37.63303202,126.9742463,51.05748695,-33.6,6336.98,30.9,19.69,0.007041667,-0.00525,0.059208333,0.00098,0.001171,-0.001271,315.02
18.642,37.63304985,126.9742687,51.05945027,-31.63,6338.96,30.9,19.69,0.012565217,-0.005217391,0.01026087,0.000694,0.000558,-0.000169,315.02
18.304215,37.6330676,126.974291,51.05140484,-29.66,6340.93,30.89,19.69,0.009,-0.004375,-0.000625,0.000704,4.00E-05,0.000221,315.02
18.562341,37.63308508,126.9743128,51.05333087,-27.73,6342.87,30.89,19.69,0.028086957,-0.003869565,-0.005695652,0.000596,8.00E-05,-0.000669,315.02
18.820396,37.63310292,126.9743354,51.05529775,-25.74,6344.85,30.89,19.69,-0.008769231,-0.003230769,0.038884615,0.001366,0.000514,-0.002241,315.01
19.73912,37.63312058,126.9743575,51.05724605,-23.79,6346.81,30.89,19.69,-0.01575,-0.002833333,0.061916667,-0.001491,-0.000422,-0.001247,314.99
19.33042,37.63313833,126.9743798,51.05920546,-21.82,6348.78,30.89,19.69,0.00724,-0.0022,0.00076,-0.000213,0.000139,-0.000202,314.99
19.584421,37.63315617,126.9744021,51.06117608,-19.85,6350.76,30.89,19.7,0.0395,0.144583333,-0.090583333,-0.001594,0.001238,-0.000754,314.98
19.855961,37.63317383,126.9744243,51.06312798,-17.89,6352.72,30.89,19.77,0.031916667,0.808333333,-0.084833333,0.005005,-0.005091,0.000231,314.98
20.110471,37.6331914,126.9744464,51.06507111,-15.94,6354.67,30.89,19.94,-0.005916667,1.359791667,-0.15675,0.002766,-0.005323,0.000382,314.98
20.364472,37.63320933,126.9744691,51.06705531,-13.94,6356.66,30.89,20.17,0.07488,1.66956,-0.114,-0.000186,-0.004292,-0.000501,314.98
20.621472,37.63322762,126.974492,51.06908071,-11.92,6358.69,30.89,20.47,-0.05296,2.06648,0.01404,0.003186,-0.00226,0.002012,314.98
20.874472,37.63324627,126.9745154,51.07114734,-9.85,6360.76,30.89,20.78,-0.015521739,2.27673913,-0.037521739,0.00161,-0.003715,0.007191,315.03
21.129472,37.63326465,126.9745384,51.07318534,-7.82,6362.8,30.89,21.09,0.026045455,2.360590909,-0.015636364,0.002746,-0.000887,0.010547,315.1
21.387018,37.63328348,126.974562,51.07527464,-5.74,6364.89,30.89,21.4,0.076391304,2.217434783,-0.038130435,5.30E-05,-0.000945,0.008467,315.18
21.640563,37.63330267,126.9745859,51.07740534,-3.63,6367.02,30.89,21.7,-0.0245,2.187333333,-0.020708333,-0.00023,-0.000455,0.002276,315.21
21.880562,37.6333224,126.9746106,51.07959752,-1.45,6369.21,30.89,22.01,-0.01812,2.12804,-0.01128,-0.000251,-0.000574,0.001076,315.23
22.135563,37.63334258,126.9746357,51.08184131,0.77,6371.45,30.89,22.33,0.044791667,2.298041667,0.017416667,0.001069,-0.002105,-0.00023,315.23
22.391593,37.63336249,126.9746605,51.08405657,2.96,6373.66,30.89,22.65,0.037478261,2.239434783,-0.101478261,0.000495,-0.001743,0.002865,315.24
22.645654,37.63338259,126.9746855,51.08629341,5.16,6375.89,30.89,22.96,-0.192173913,2.215217391,-0.133521739,0.003598,0.001797,0.003992,315.26
22.900653,37.63340331,126.9747113,51.08860209,7.44,6378.19,30.89,23.26,-0.0022,2.06336,-0.02464,-0.000905,-0.000664,-0.002892,315.26
23.156654,37.63342403,126.9747371,51.08091243,9.72,6380.49,30.88,23.56,-0.031391304,2.077913043,-0.053869565,-0.001031,-0.000183,-0.005108,315.23
23.414179,37.63344836,126.9747676,51.08362668,12.41,6383.19,30.88,23.9,0.441913043,2.225304348,1.225304348,0.083487,0.040583,-0.004147,315.18
23.667179,37.63346584,126.9747895,51.08557832,14.34,6385.13,30.88,24.15,0.022173913,2.584304348,-1.606869565,0.054827,-0.064518,-0.009413,315.13
23.92918,37.63349061,126.9748205,51.08834684,17.08,6387.88,30.88,24.63,-0.282521739,2.846869565,0.05626087,-0.071727,-0.000849,0.005122,315.13
24.63219,37.63350872,126.974843,51.09037184,19.07,6389.89,30.88,24.91,0.066391304,2.393652174,0.332521739,-0.033469,0.019353,0.005986,315.18
24.321448,37.63353431,126.974875,51.0932352,21.89,6392.73,30.88,25.28,0.083590909,2.317636364,0.050681818,0.014595,0.00799,0.004045,315.23
